,Threshold,TPR,FPR
0,inf,0.0,0.0
1,0.9943050244516773,0.00625,0.0
2,0.8305367502622033,0.56875,0.0
3,0.8181167624660772,0.56875,0.010869565217391304
4,0.6073073106966858,0.8375,0.010869565217391304
5,0.5966367351801896,0.8375,0.021739130434782608
6,0.5387432402065018,0.9,0.021739130434782608
7,0.5275984870711029,0.9,0.03260869565217391
8,0.4723399084227366,0.9125,0.03260869565217391
9,0.4645116799096496,0.9125,0.06521739130434782
10,0.4557071356386924,0.93125,0.06521739130434782
11,0.44709663418566914,0.93125,0.07608695652173914
12,0.4305073726403738,0.94375,0.07608695652173914
13,0.42767464579781256,0.94375,0.08695652173913043
14,0.4235766346013481,0.95,0.08695652173913043
15,0.416937606934102,0.95,0.09782608695652174
16,0.41412128127414416,0.95625,0.09782608695652174
17,0.40569928396172544,0.95625,0.10869565217391304
18,0.39842005949500314,0.9625,0.10869565217391304
19,0.3967083825730607,0.9625,0.11956521739130435
20,0.3741939412126404,0.99375,0.11956521739130435
21,0.3643245934092392,0.99375,0.14130434782608695
22,0.3576715593205958,1.0,0.14130434782608695
23,0.02286354856608634,1.0,1.0
