,Threshold,TPR,FPR
0,inf,0.0,0.0
1,0.9999999999999227,0.005813953488372093,0.0
2,0.9999999956080741,0.03488372093023256,0.0
3,0.9999999855523473,0.046511627906976744,0.0
4,0.9999999724078815,0.05813953488372093,0.0
5,0.9999999294359119,0.08139534883720931,0.0
6,0.9999997341044524,0.0872093023255814,0.0
7,0.9999996496384177,0.09883720930232558,0.0
8,0.9999996488091257,0.10465116279069768,0.0
9,0.9999993674050416,0.12209302325581395,0.0
10,0.999998282714608,0.1569767441860465,0.0
11,0.9999935519600132,0.18023255813953487,0.0
12,0.9999907199995534,0.19186046511627908,0.0
13,0.999989442703625,0.20348837209302326,0.0
14,0.9999787386750494,0.25,0.0
15,0.9999781994761553,0.26744186046511625,0.0
16,0.9999600640752386,0.29069767441860467,0.0
17,0.9999043956823299,0.3081395348837209,0.0
18,0.999877167489628,0.3313953488372093,0.0
19,0.9997891608094791,0.3372093023255814,0.0
20,0.9997750045976255,0.3488372093023256,0.0
21,0.9997186208007257,0.37209302325581395,0.0
22,0.9996445443755753,0.43023255813953487,0.0
23,0.9996310157084507,0.436046511627907,0.0
24,0.9995376848374858,0.4476744186046512,0.0
25,0.9991859826628509,0.47093023255813954,0.0
26,0.9990592972761393,0.4883720930232558,0.0
27,0.9974850743326572,0.5174418604651163,0.0
28,0.9963781167829965,0.5523255813953488,0.0
29,0.9960321019526356,0.563953488372093,0.0
30,0.9939144112363968,0.5813953488372093,0.0
31,0.9929032559026175,0.5930232558139535,0.0
32,0.9889078904996296,0.6104651162790697,0.0
33,0.9876855761151289,0.622093023255814,0.0
34,0.9825860488793159,0.6453488372093024,0.0
35,0.9776758282365678,0.6802325581395349,0.0
36,0.9691295048994067,0.686046511627907,0.0
37,0.9651777986496962,0.7093023255813954,0.00625
38,0.9589145186392681,0.7441860465116279,0.00625
39,0.954089297758781,0.75,0.0125
40,0.9280736935416143,0.7558139534883721,0.0125
41,0.9189896987623843,0.7790697674418605,0.01875
42,0.8777450594257892,0.813953488372093,0.01875
43,0.855424291739184,0.8255813953488372,0.01875
44,0.8089221201417479,0.8313953488372093,0.01875
45,0.7658664683255584,0.8546511627906976,0.01875
46,0.7635846664519516,0.8662790697674418,0.01875
47,0.67150126644216,0.8953488372093024,0.03125
48,0.6410112150817707,0.9069767441860465,0.03125
49,0.6042293208252728,0.9069767441860465,0.04375
50,0.5305381572420275,0.9302325581395349,0.06875
51,0.48715827346802554,0.9302325581395349,0.08125
52,0.3694232875653029,0.9476744186046512,0.0875
53,0.2790388986032731,0.9476744186046512,0.09375
54,0.27048907087404866,0.9476744186046512,0.1375
55,0.1940773401725068,0.9534883720930233,0.1625
56,0.17442368188875934,0.9651162790697675,0.175
57,0.11794402579181855,0.9709302325581395,0.2
58,0.11618218116525734,0.9709302325581395,0.21875
59,0.11211466842461547,0.9709302325581395,0.225
60,0.09097262783035912,0.9767441860465116,0.25
61,0.07680700838363767,0.9825581395348837,0.3
62,0.062324817067468195,0.9825581395348837,0.30625
63,0.0517999183496157,0.9883720930232558,0.34375
64,0.0437153121449025,0.9883720930232558,0.36875
65,0.0334194067824008,0.9883720930232558,0.4125
66,0.031018152896081484,0.9883720930232558,0.45
67,0.024346541542970727,0.9883720930232558,0.50625
68,0.017174030209141482,0.9883720930232558,0.55625
69,0.016570910689521687,0.9883720930232558,0.58125
70,0.015547763223098279,0.9941860465116279,0.64375
71,0.010938318230449932,1.0,0.74375
72,0.009114276613439828,1.0,0.76875
73,0.007624684401014965,1.0,0.775
74,0.0057877441532477964,1.0,0.8375
75,0.005293669687305044,1.0,0.8625
76,0.0050966004635461795,1.0,0.875
77,0.004176606413803128,1.0,0.89375
78,0.003356859910074588,1.0,0.94375
79,0.0027885743478683954,1.0,0.95
80,0.0026474119461497303,1.0,0.96875
81,0.001532681748335482,1.0,0.9875
82,0.001295321841391029,1.0,1.0
