,fpr,tpr
0,0.0,0.0
1,0.0002992220227408737,0.0
2,0.0002992220227408737,0.0017953321364452424
3,0.0008976660682226212,0.0017953321364452424
4,0.0008976660682226212,0.008976660682226212
5,0.0011968880909634949,0.008976660682226212
6,0.0011968880909634949,0.019748653500897665
7,0.0014961101137043686,0.019748653500897665
8,0.0014961101137043686,0.09156193895870736
9,0.0017953321364452424,0.09156193895870736
10,0.0017953321364452424,0.09515260323159784
11,0.002094554159186116,0.09515260323159784
12,0.002094554159186116,0.12208258527827648
13,0.0026929982046678637,0.12208258527827648
14,0.0026929982046678637,0.3231597845601436
15,0.002992220227408737,0.3231597845601436
16,0.002992220227408737,0.34470377019748655
17,0.003291442250149611,0.34470377019748655
18,0.003291442250149611,0.36804308797127466
19,0.003590664272890485,0.36804308797127466
20,0.003590664272890485,0.3770197486535009
21,0.0038898862956313583,0.3770197486535009
22,0.0038898862956313583,0.414721723518851
23,0.004488330341113106,0.414721723518851
24,0.004488330341113106,0.4614003590664273
25,0.0047875523638539795,0.4614003590664273
26,0.0047875523638539795,0.473967684021544
27,0.005086774386594853,0.473967684021544
28,0.005086774386594853,0.49371633752244165
29,0.005385996409335727,0.49371633752244165
30,0.005385996409335727,0.5296229802513465
31,0.005685218432076601,0.5296229802513465
32,0.005685218432076601,0.6068222621184919
33,0.005984440454817474,0.6068222621184919
34,0.005984440454817474,0.6104129263913824
35,0.0062836624775583485,0.6104129263913824
36,0.0062836624775583485,0.6265709156193896
37,0.006582884500299222,0.6265709156193896
38,0.006582884500299222,0.6337522441651705
39,0.006882106523040095,0.6337522441651705
40,0.006882106523040095,0.6912028725314183
41,0.00718132854578097,0.6912028725314183
42,0.00718132854578097,0.7109515260323159
43,0.007480550568521843,0.7109515260323159
44,0.007480550568521843,0.7235188509874326
45,0.007779772591262717,0.7235188509874326
46,0.007779772591262717,0.7432675044883303
47,0.00807899461400359,0.7432675044883303
48,0.00807899461400359,0.7468581687612208
49,0.008378216636744464,0.7468581687612208
50,0.008378216636744464,0.77737881508079
51,0.008976660682226212,0.77737881508079
52,0.008976660682226212,0.7791741472172352
53,0.009275882704967086,0.7791741472172352
54,0.009275882704967086,0.7809694793536804
55,0.009575104727707959,0.7809694793536804
56,0.009575104727707959,0.7899461400359067
57,0.009874326750448833,0.7899461400359067
58,0.009874326750448833,0.7935368043087971
59,0.011669658886894075,0.7935368043087971
60,0.011669658886894075,0.7953321364452424
61,0.011968880909634948,0.7953321364452424
62,0.011968880909634948,0.7989228007181328
63,0.012268102932375824,0.7989228007181328
64,0.012268102932375824,0.800718132854578
65,0.013165769000598444,0.800718132854578
66,0.013165769000598444,0.8025134649910234
67,0.013464991023339317,0.8025134649910234
68,0.013464991023339317,0.8043087971274686
69,0.014063435068821066,0.8043087971274686
70,0.014063435068821066,0.8096947935368043
71,0.01526032315978456,0.8096947935368043
72,0.01526032315978456,0.8168761220825853
73,0.01615798922800718,0.8168761220825853
74,0.01615798922800718,0.822262118491921
75,0.016457211250748054,0.822262118491921
76,0.016457211250748054,0.8312387791741472
77,0.016756433273488927,0.8312387791741472
78,0.016756433273488927,0.8330341113105925
