,fpr,tpr
0,0.0,0.0
1,0.0,0.0017953321364452424
2,0.0,0.45601436265709155
3,0.0002992220227408737,0.45601436265709155
4,0.0002992220227408737,0.4578096947935368
5,0.0008976660682226212,0.4578096947935368
6,0.0008976660682226212,0.4829443447037702
7,0.0011968880909634949,0.4829443447037702
8,0.0011968880909634949,0.4955116696588869
9,0.0014961101137043686,0.4955116696588869
10,0.0014961101137043686,0.5116696588868941
11,0.0017953321364452424,0.5116696588868941
12,0.0017953321364452424,0.5385996409335727
13,0.002094554159186116,0.5385996409335727
14,0.002094554159186116,0.5655296229802513
15,0.0023937761819269898,0.5655296229802513
16,0.0023937761819269898,0.578096947935368
17,0.0026929982046678637,0.578096947935368
18,0.0026929982046678637,0.6014362657091562
19,0.002992220227408737,0.6014362657091562
20,0.002992220227408737,0.6714542190305206
21,0.003291442250149611,0.6714542190305206
22,0.003291442250149611,0.6858168761220825
23,0.003590664272890485,0.6858168761220825
24,0.003590664272890485,0.6894075403949731
25,0.01436265709156194,0.7899461400359067
26,0.01436265709156194,0.8168761220825853
27,0.014661879114302813,0.8168761220825853
28,0.014661879114302813,0.8348294434470377
29,0.01526032315978456,0.8348294434470377
30,0.01526032315978456,0.8491921005385996
31,0.015559545182525433,0.8491921005385996
32,0.015559545182525433,0.8509874326750448
33,0.01615798922800718,0.8509874326750448
34,0.01615798922800718,0.8617594254937163
35,0.017953321364452424,0.8617594254937163
36,0.017953321364452424,0.8689407540394973
37,0.018252543387193298,0.8689407540394973
38,0.018252543387193298,0.8833034111310593
39,0.01855176540993417,0.8833034111310593
40,0.01855176540993417,0.8850987432675045
41,0.02154398563734291,0.8850987432675045
42,0.02154398563734291,0.8922800718132855
43,0.022142429682824656,0.8922800718132855
44,0.022142429682824656,0.8940754039497307
45,0.023040095751047276,0.8940754039497307
46,0.023040095751047276,0.895870736086176
47,0.02573309395571514,0.895870736086176
48,0.02573309395571514,0.8976660682226212
49,0.026032315978456014,0.8976660682226212
50,0.026032315978456014,0.9012567324955116
51,0.029024536205864752,0.9012567324955116
52,0.029024536205864752,0.9030520646319569
53,0.03201675643327349,0.9030520646319569
54,0.03201675643327349,0.9048473967684022
55,0.033812088569718735,0.9048473967684022
56,0.033812088569718735,0.9066427289048474
57,0.04488330341113106,0.9066427289048474
58,0.04488330341113106,0.9084380610412927
59,0.0466786355475763,0.9084380610412927
60,0.0466786355475763,0.9102333931777379
61,0.05685218432076601,0.9102333931777379
62,0.05685218432076601,0.9120287253141831
63,0.05834829443447038,0.9120287253141831
64,0.0774985038898863,0.9622980251346499
65,0.0786953919808498,0.9622980251346499
66,0.0786953919808498,0.9640933572710951
67,0.0807899461400359,0.9640933572710951
68,0.0807899461400359,0.9658886894075404
69,0.10652304009575105,0.9658886894075404
70,0.13405146618791142,0.9658886894075404
71,0.14631956912028726,0.9658886894075404
72,0.17145421903052063,0.9802513464991023
73,0.23608617594254938,0.9802513464991023
74,0.23608617594254938,0.9820466786355476
75,0.24117295032914424,0.9820466786355476
76,0.24117295032914424,0.9838420107719928
77,0.24386594853381208,0.9838420107719928
78,0.24386594853381208,0.9856373429084381
79,0.25254338719329744,0.9856373429084381
80,0.25254338719329744,0.9874326750448833
81,0.2555356074207062,0.9874326750448833
82,0.2555356074207062,0.9892280071813285
83,0.2588270496708558,0.9892280071813285
84,0.2588270496708558,0.9910233393177738
85,0.26331538001196886,0.9910233393177738
86,0.26331538001196886,0.9946140035906643
87,0.2639138240574506,0.9946140035906643
88,0.2639138240574506,0.9964093357271095
89,0.3641532016756433,0.9964093357271095
90,0.3641532016756433,0.9982046678635548
91,0.4045481747456613,0.9982046678635548
92,0.4045481747456613,1.0
93,0.547277079593058,1.0
94,0.5748055056852185,1.0
95,0.5777977259126271,1.0
96,0.6053261520047876,1.0
97,0.6143028126870138,1.0
98,0.6418312387791741,1.0
99,1.0,1.0
