,Threshold,TPR,FPR
0,inf,0.0,0.0
1,0.9901992996924762,0.005813953488372093,0.0
2,0.9846751219920333,0.011627906976744186,0.0
3,0.9846059832132888,0.023255813953488372,0.0
4,0.9807368778469358,0.03488372093023256,0.0
5,0.974890438539744,0.05813953488372093,0.0
6,0.968610969176686,0.0755813953488372,0.0
7,0.9683067103602666,0.0872093023255814,0.0
8,0.9658711257230098,0.11046511627906977,0.0
9,0.9647539042835995,0.12209302325581395,0.0
10,0.9596838118825671,0.13953488372093023,0.0
11,0.9570267766484434,0.1511627906976744,0.0
12,0.9515061794144044,0.1686046511627907,0.0
13,0.9493201795245673,0.18604651162790697,0.0
14,0.9449921330021236,0.22093023255813954,0.0
15,0.9431846598250992,0.23837209302325582,0.0
16,0.9414259409523285,0.25,0.0
17,0.9370588832935502,0.2558139534883721,0.0
18,0.9364688451321315,0.28488372093023256,0.0
19,0.9311229254544345,0.29651162790697677,0.0
20,0.9260480552397077,0.31976744186046513,0.0
21,0.9253630181878796,0.3313953488372093,0.0
22,0.9199002655374843,0.3546511627906977,0.0
23,0.9148539245467384,0.38372093023255816,0.0
24,0.9132892514540504,0.43023255813953487,0.0
25,0.9064201621747895,0.4476744186046512,0.0
26,0.8825093978940699,0.48255813953488375,0.0
27,0.8773130125368529,0.4883720930232558,0.0
28,0.874224310421376,0.5232558139534884,0.0
29,0.8721207551868644,0.5290697674418605,0.0
30,0.8670599499998032,0.5523255813953488,0.0
31,0.8581578780179252,0.5581395348837209,0.0
32,0.8561517305660019,0.5930232558139535,0.0
33,0.8524082874509847,0.627906976744186,0.0
34,0.8496578803656989,0.6453488372093024,0.0
35,0.8471129528441466,0.6686046511627907,0.00625
36,0.790751122006846,0.6802325581395349,0.00625
37,0.7857451528751177,0.686046511627907,0.0125
38,0.7814994536547396,0.7209302325581395,0.0125
39,0.7554424548423694,0.7441860465116279,0.01875
40,0.7491627010906632,0.75,0.01875
41,0.6889544965929354,0.7616279069767442,0.01875
42,0.6879797280802652,0.7965116279069767,0.01875
43,0.686313266928998,0.8023255813953488,0.01875
44,0.656709120031897,0.8313953488372093,0.03125
45,0.6510225862319711,0.8430232558139535,0.03125
46,0.6353838031459863,0.8488372093023255,0.03125
47,0.6312863354684096,0.872093023255814,0.03125
48,0.6229503822275234,0.8837209302325582,0.03125
49,0.5831654610381974,0.9069767441860465,0.05625
50,0.5471615448118088,0.9186046511627907,0.05625
51,0.4794154744862921,0.9302325581395349,0.05625
52,0.42800844818021916,0.9302325581395349,0.1
53,0.4081103721480628,0.9302325581395349,0.10625
54,0.4047179019216176,0.9302325581395349,0.11875
55,0.39256232745661085,0.9476744186046512,0.125
56,0.35453522236476964,0.9534883720930233,0.15
57,0.34951940403798576,0.9534883720930233,0.1625
58,0.28582584059661936,0.9593023255813954,0.1875
59,0.28401892887111213,0.9709302325581395,0.2
60,0.25847233737046843,0.9767441860465116,0.225
61,0.23868180195905492,0.9767441860465116,0.24375
62,0.22642206461069606,0.9825581395348837,0.29375
63,0.18113381150561464,0.9825581395348837,0.31875
64,0.1637571336062015,0.9883720930232558,0.35625
65,0.14981343480168666,0.9883720930232558,0.39375
66,0.14213264810202983,0.9883720930232558,0.4
67,0.1353584584435227,0.9883720930232558,0.44375
68,0.10898517743065786,0.9883720930232558,0.5
69,0.10057735589613158,0.9883720930232558,0.525
70,0.09378231433499161,0.9883720930232558,0.53125
71,0.08814832410355038,0.9883720930232558,0.58125
72,0.08112818364877994,0.9941860465116279,0.64375
73,0.06626153894421359,0.9941860465116279,0.65625
74,0.06571240201446286,1.0,0.75625
75,0.05694326748123114,1.0,0.76875
76,0.0535061850728438,1.0,0.775
77,0.04581262087644492,1.0,0.8375
78,0.036344691521266334,1.0,0.8625
79,0.034632108273711285,1.0,0.875
80,0.03435950420546679,1.0,0.925
81,0.02894479913141839,1.0,0.9625
82,0.01827804862127836,1.0,0.975
83,0.0165457122358545,1.0,0.9875
84,0.008430325827900107,1.0,1.0
